ts_anchor,ts_target,past_pv,target
2026-01-22 17:30:00+08:00,2026-01-22 17:45:00+08:00,"[10667.333, 10064.333, 8327.0, 6332.6665, 5128.3335, 4038.0, 2894.6667, 1661.3334]",39.0
2026-01-23 09:15:00+08:00,2026-01-23 09:30:00+08:00,"[232.66667, 525.6667, 1463.0, 3246.3333, 5000.0, 4948.0, 4867.3335, 6427.6665]",16795.334
2026-01-23 09:30:00+08:00,2026-01-23 09:45:00+08:00,"[525.6667, 1463.0, 3246.3333, 5000.0, 4948.0, 4867.3335, 6427.6665, 12651.667]",17730.334
2026-01-23 09:45:00+08:00,2026-01-23 10:00:00+08:00,"[1463.0, 3246.3333, 5000.0, 4948.0, 4867.3335, 6427.6665, 12651.667, 16795.334]",18223.0
2026-01-23 10:00:00+08:00,2026-01-23 10:15:00+08:00,"[3246.3333, 5000.0, 4948.0, 4867.3335, 6427.6665, 12651.667, 16795.334, 17730.334]",15533.333
2026-01-23 10:15:00+08:00,2026-01-23 10:30:00+08:00,"[5000.0, 4948.0, 4867.3335, 6427.6665, 12651.667, 16795.334, 17730.334, 18223.0]",12682.333
2026-01-23 10:30:00+08:00,2026-01-23 10:45:00+08:00,"[4948.0, 4867.3335, 6427.6665, 12651.667, 16795.334, 17730.334, 18223.0, 15533.333]",14396.0
2026-01-23 10:45:00+08:00,2026-01-23 11:00:00+08:00,"[4867.3335, 6427.6665, 12651.667, 16795.334, 17730.334, 18223.0, 15533.333, 12682.333]",18134.334
2026-01-23 11:00:00+08:00,2026-01-23 11:15:00+08:00,"[6427.6665, 12651.667, 16795.334, 17730.334, 18223.0, 15533.333, 12682.333, 14396.0]",17893.666
2026-01-23 11:15:00+08:00,2026-01-23 11:30:00+08:00,"[12651.667, 16795.334, 17730.334, 18223.0, 15533.333, 12682.333, 14396.0, 18134.334]",22876.334
2026-01-23 11:30:00+08:00,2026-01-23 11:45:00+08:00,"[16795.334, 17730.334, 18223.0, 15533.333, 12682.333, 14396.0, 18134.334, 17893.666]",26459.0
2026-01-23 11:45:00+08:00,2026-01-23 12:00:00+08:00,"[17730.334, 18223.0, 15533.333, 12682.333, 14396.0, 18134.334, 17893.666, 22876.334]",34132.668
2026-01-23 12:00:00+08:00,2026-01-23 12:15:00+08:00,"[18223.0, 15533.333, 12682.333, 14396.0, 18134.334, 17893.666, 22876.334, 26459.0]",28101.0
2026-01-23 12:15:00+08:00,2026-01-23 12:30:00+08:00,"[15533.333, 12682.333, 14396.0, 18134.334, 17893.666, 22876.334, 26459.0, 34132.668]",26995.334
2026-01-23 12:30:00+08:00,2026-01-23 12:45:00+08:00,"[12682.333, 14396.0, 18134.334, 17893.666, 22876.334, 26459.0, 34132.668, 28101.0]",26789.334
2026-01-23 12:45:00+08:00,2026-01-23 13:00:00+08:00,"[14396.0, 18134.334, 17893.666, 22876.334, 26459.0, 34132.668, 28101.0, 26995.334]",24243.0
2026-01-23 13:00:00+08:00,2026-01-23 13:15:00+08:00,"[18134.334, 17893.666, 22876.334, 26459.0, 34132.668, 28101.0, 26995.334, 26789.334]",23599.334
2026-01-23 13:15:00+08:00,2026-01-23 13:30:00+08:00,"[17893.666, 22876.334, 26459.0, 34132.668, 28101.0, 26995.334, 26789.334, 24243.0]",28444.334
2026-01-23 13:30:00+08:00,2026-01-23 13:45:00+08:00,"[22876.334, 26459.0, 34132.668, 28101.0, 26995.334, 26789.334, 24243.0, 23599.334]",24882.666
2026-01-23 13:45:00+08:00,2026-01-23 14:00:00+08:00,"[26459.0, 34132.668, 28101.0, 26995.334, 26789.334, 24243.0, 23599.334, 28444.334]",24128.666
2026-01-23 14:00:00+08:00,2026-01-23 14:15:00+08:00,"[34132.668, 28101.0, 26995.334, 26789.334, 24243.0, 23599.334, 28444.334, 24882.666]",25757.0
2026-01-23 14:15:00+08:00,2026-01-23 14:30:00+08:00,"[28101.0, 26995.334, 26789.334, 24243.0, 23599.334, 28444.334, 24882.666, 24128.666]",27450.0
2026-01-23 14:30:00+08:00,2026-01-23 14:45:00+08:00,"[26995.334, 26789.334, 24243.0, 23599.334, 28444.334, 24882.666, 24128.666, 25757.0]",14202.0
2026-01-23 14:45:00+08:00,2026-01-23 15:00:00+08:00,"[26789.334, 24243.0, 23599.334, 28444.334, 24882.666, 24128.666, 25757.0, 27450.0]",11273.667
2026-01-23 15:00:00+08:00,2026-01-23 15:15:00+08:00,"[24243.0, 23599.334, 28444.334, 24882.666, 24128.666, 25757.0, 27450.0, 14202.0]",9051.333
2026-01-23 15:15:00+08:00,2026-01-23 15:30:00+08:00,"[23599.334, 28444.334, 24882.666, 24128.666, 25757.0, 27450.0, 14202.0, 11273.667]",7483.0
2026-01-23 15:30:00+08:00,2026-01-23 15:45:00+08:00,"[28444.334, 24882.666, 24128.666, 25757.0, 27450.0, 14202.0, 11273.667, 9051.333]",7025.3335
2026-01-23 15:45:00+08:00,2026-01-23 16:00:00+08:00,"[24882.666, 24128.666, 25757.0, 27450.0, 14202.0, 11273.667, 9051.333, 7483.0]",6948.6665
2026-01-23 16:00:00+08:00,2026-01-23 16:15:00+08:00,"[24128.666, 25757.0, 27450.0, 14202.0, 11273.667, 9051.333, 7483.0, 7025.3335]",5620.3335
2026-01-23 16:15:00+08:00,2026-01-23 16:30:00+08:00,"[25757.0, 27450.0, 14202.0, 11273.667, 9051.333, 7483.0, 7025.3335, 6948.6665]",3385.3333
2026-01-23 16:30:00+08:00,2026-01-23 16:45:00+08:00,"[27450.0, 14202.0, 11273.667, 9051.333, 7483.0, 7025.3335, 6948.6665, 5620.3335]",2638.0
2026-01-23 16:45:00+08:00,2026-01-23 17:00:00+08:00,"[14202.0, 11273.667, 9051.333, 7483.0, 7025.3335, 6948.6665, 5620.3335, 3385.3333]",2354.3333
2026-01-23 17:00:00+08:00,2026-01-23 17:15:00+08:00,"[11273.667, 9051.333, 7483.0, 7025.3335, 6948.6665, 5620.3335, 3385.3333, 2638.0]",2475.6667
2026-01-23 17:15:00+08:00,2026-01-23 17:30:00+08:00,"[9051.333, 7483.0, 7025.3335, 6948.6665, 5620.3335, 3385.3333, 2638.0, 2354.3333]",1319.3334
2026-01-23 17:30:00+08:00,2026-01-23 17:45:00+08:00,"[7483.0, 7025.3335, 6948.6665, 5620.3335, 3385.3333, 2638.0, 2354.3333, 2475.6667]",273.0
2026-01-23 17:45:00+08:00,2026-01-23 18:00:00+08:00,"[7025.3335, 6948.6665, 5620.3335, 3385.3333, 2638.0, 2354.3333, 2475.6667, 1319.3334]",16.666666
2026-01-24 09:00:00+08:00,2026-01-24 09:15:00+08:00,"[145.0, 953.6667, 3017.0, 5525.3335, 5614.0, 8297.0, 11724.667, 14720.0]",20068.334
2026-01-24 09:15:00+08:00,2026-01-24 09:30:00+08:00,"[953.6667, 3017.0, 5525.3335, 5614.0, 8297.0, 11724.667, 14720.0, 17274.334]",22589.0
2026-01-24 09:30:00+08:00,2026-01-24 09:45:00+08:00,"[3017.0, 5525.3335, 5614.0, 8297.0, 11724.667, 14720.0, 17274.334, 20068.334]",25144.0
2026-01-24 09:45:00+08:00,2026-01-24 10:00:00+08:00,"[5525.3335, 5614.0, 8297.0, 11724.667, 14720.0, 17274.334, 20068.334, 22589.0]",27706.334
2026-01-24 10:00:00+08:00,2026-01-24 10:15:00+08:00,"[5614.0, 8297.0, 11724.667, 14720.0, 17274.334, 20068.334, 22589.0, 25144.0]",29796.334
2026-01-24 10:15:00+08:00,2026-01-24 10:30:00+08:00,"[8297.0, 11724.667, 14720.0, 17274.334, 20068.334, 22589.0, 25144.0, 27706.334]",30824.334
2026-01-24 10:30:00+08:00,2026-01-24 10:45:00+08:00,"[11724.667, 14720.0, 17274.334, 20068.334, 22589.0, 25144.0, 27706.334, 29796.334]",32276.0
2026-01-24 10:45:00+08:00,2026-01-24 11:00:00+08:00,"[14720.0, 17274.334, 20068.334, 22589.0, 25144.0, 27706.334, 29796.334, 30824.334]",33506.668
2026-01-24 11:00:00+08:00,2026-01-24 11:15:00+08:00,"[17274.334, 20068.334, 22589.0, 25144.0, 27706.334, 29796.334, 30824.334, 32276.0]",35365.0
2026-01-24 11:15:00+08:00,2026-01-24 11:30:00+08:00,"[20068.334, 22589.0, 25144.0, 27706.334, 29796.334, 30824.334, 32276.0, 33506.668]",36684.0
2026-01-24 11:30:00+08:00,2026-01-24 11:45:00+08:00,"[22589.0, 25144.0, 27706.334, 29796.334, 30824.334, 32276.0, 33506.668, 35365.0]",37411.0
2026-01-24 11:45:00+08:00,2026-01-24 12:00:00+08:00,"[25144.0, 27706.334, 29796.334, 30824.334, 32276.0, 33506.668, 35365.0, 36684.0]",37544.668
2026-01-24 12:00:00+08:00,2026-01-24 12:15:00+08:00,"[27706.334, 29796.334, 30824.334, 32276.0, 33506.668, 35365.0, 36684.0, 37411.0]",37319.0
2026-01-24 12:15:00+08:00,2026-01-24 12:30:00+08:00,"[29796.334, 30824.334, 32276.0, 33506.668, 35365.0, 36684.0, 37411.0, 37544.668]",37276.668
2026-01-24 12:30:00+08:00,2026-01-24 12:45:00+08:00,"[30824.334, 32276.0, 33506.668, 35365.0, 36684.0, 37411.0, 37544.668, 37319.0]",36723.0
2026-01-24 12:45:00+08:00,2026-01-24 13:00:00+08:00,"[32276.0, 33506.668, 35365.0, 36684.0, 37411.0, 37544.668, 37319.0, 37276.668]",36970.0
2026-01-24 13:00:00+08:00,2026-01-24 13:15:00+08:00,"[33506.668, 35365.0, 36684.0, 37411.0, 37544.668, 37319.0, 37276.668, 36723.0]",36145.332
2026-01-24 13:15:00+08:00,2026-01-24 13:30:00+08:00,"[35365.0, 36684.0, 37411.0, 37544.668, 37319.0, 37276.668, 36723.0, 36970.0]",35388.668
2026-01-24 13:30:00+08:00,2026-01-24 13:45:00+08:00,"[36684.0, 37411.0, 37544.668, 37319.0, 37276.668, 36723.0, 36970.0, 36145.332]",33859.668
2026-01-24 13:45:00+08:00,2026-01-24 14:00:00+08:00,"[37411.0, 37544.668, 37319.0, 37276.668, 36723.0, 36970.0, 36145.332, 35388.668]",32088.334
2026-01-24 14:00:00+08:00,2026-01-24 14:15:00+08:00,"[37544.668, 37319.0, 37276.668, 36723.0, 36970.0, 36145.332, 35388.668, 33859.668]",30167.334
2026-01-24 14:15:00+08:00,2026-01-24 14:30:00+08:00,"[37319.0, 37276.668, 36723.0, 36970.0, 36145.332, 35388.668, 33859.668, 32088.334]",28396.0
2026-01-24 14:30:00+08:00,2026-01-24 14:45:00+08:00,"[37276.668, 36723.0, 36970.0, 36145.332, 35388.668, 33859.668, 32088.334, 30167.334]",26569.0
2026-01-24 14:45:00+08:00,2026-01-24 15:00:00+08:00,"[36723.0, 36970.0, 36145.332, 35388.668, 33859.668, 32088.334, 30167.334, 28396.0]",24196.666
2026-01-24 15:00:00+08:00,2026-01-24 15:15:00+08:00,"[36970.0, 36145.332, 35388.668, 33859.668, 32088.334, 30167.334, 28396.0, 26569.0]",21892.0
2026-01-24 15:15:00+08:00,2026-01-24 15:30:00+08:00,"[36145.332, 35388.668, 33859.668, 32088.334, 30167.334, 28396.0, 26569.0, 24196.666]",19295.0
2026-01-24 15:30:00+08:00,2026-01-24 15:45:00+08:00,"[35388.668, 33859.668, 32088.334, 30167.334, 28396.0, 26569.0, 24196.666, 21892.0]",17037.0
2026-01-24 15:45:00+08:00,2026-01-24 16:00:00+08:00,"[33859.668, 32088.334, 30167.334, 28396.0, 26569.0, 24196.666, 21892.0, 19295.0]",14641.0
2026-01-24 16:00:00+08:00,2026-01-24 16:15:00+08:00,"[32088.334, 30167.334, 28396.0, 26569.0, 24196.666, 21892.0, 19295.0, 17037.0]",11995.0
2026-01-24 16:15:00+08:00,2026-01-24 16:30:00+08:00,"[30167.334, 28396.0, 26569.0, 24196.666, 21892.0, 19295.0, 17037.0, 14641.0]",9206.333
2026-01-24 16:30:00+08:00,2026-01-24 16:45:00+08:00,"[28396.0, 26569.0, 24196.666, 21892.0, 19295.0, 17037.0, 14641.0, 11995.0]",6924.6665
2026-01-24 16:45:00+08:00,2026-01-24 17:00:00+08:00,"[26569.0, 24196.666, 21892.0, 19295.0, 17037.0, 14641.0, 11995.0, 9206.333]",4860.0
2026-01-24 17:00:00+08:00,2026-01-24 17:15:00+08:00,"[24196.666, 21892.0, 19295.0, 17037.0, 14641.0, 11995.0, 9206.333, 6924.6665]",2900.3333
2026-01-24 17:15:00+08:00,2026-01-24 17:30:00+08:00,"[21892.0, 19295.0, 17037.0, 14641.0, 11995.0, 9206.333, 6924.6665, 4860.0]",1373.3334
2026-01-24 17:30:00+08:00,2026-01-24 17:45:00+08:00,"[19295.0, 17037.0, 14641.0, 11995.0, 9206.333, 6924.6665, 4860.0, 2900.3333]",295.66666
2026-01-24 17:45:00+08:00,2026-01-24 18:00:00+08:00,"[17037.0, 14641.0, 11995.0, 9206.333, 6924.6665, 4860.0, 2900.3333, 1373.3334]",42.333332
2026-01-25 09:15:00+08:00,2026-01-25 09:30:00+08:00,"[67.333336, 317.0, 997.3333, 1741.0, 2697.6667, 3399.6667, 5473.6665, 5975.0]",9332.333
2026-01-25 09:30:00+08:00,2026-01-25 09:45:00+08:00,"[317.0, 997.3333, 1741.0, 2697.6667, 3399.6667, 5473.6665, 5975.0, 7667.3335]",11083.667
2026-01-25 09:45:00+08:00,2026-01-25 10:00:00+08:00,"[997.3333, 1741.0, 2697.6667, 3399.6667, 5473.6665, 5975.0, 7667.3335, 9332.333]",13591.0
2026-01-25 10:00:00+08:00,2026-01-25 10:15:00+08:00,"[1741.0, 2697.6667, 3399.6667, 5473.6665, 5975.0, 7667.3335, 9332.333, 11083.667]",33136.332
2026-01-25 10:15:00+08:00,2026-01-25 10:30:00+08:00,"[2697.6667, 3399.6667, 5473.6665, 5975.0, 7667.3335, 9332.333, 11083.667, 13591.0]",34021.0
2026-01-25 10:30:00+08:00,2026-01-25 10:45:00+08:00,"[3399.6667, 5473.6665, 5975.0, 7667.3335, 9332.333, 11083.667, 13591.0, 33136.332]",22606.334
2026-01-25 10:45:00+08:00,2026-01-25 11:00:00+08:00,"[5473.6665, 5975.0, 7667.3335, 9332.333, 11083.667, 13591.0, 33136.332, 34021.0]",29047.666
2026-01-25 11:00:00+08:00,2026-01-25 11:15:00+08:00,"[5975.0, 7667.3335, 9332.333, 11083.667, 13591.0, 33136.332, 34021.0, 22606.334]",29108.0
2026-01-25 11:15:00+08:00,2026-01-25 11:30:00+08:00,"[7667.3335, 9332.333, 11083.667, 13591.0, 33136.332, 34021.0, 22606.334, 29047.666]",28577.0
2026-01-25 11:30:00+08:00,2026-01-25 11:45:00+08:00,"[9332.333, 11083.667, 13591.0, 33136.332, 34021.0, 22606.334, 29047.666, 29108.0]",39046.0
2026-01-25 11:45:00+08:00,2026-01-25 12:00:00+08:00,"[11083.667, 13591.0, 33136.332, 34021.0, 22606.334, 29047.666, 29108.0, 28577.0]",39440.668
2026-01-25 12:00:00+08:00,2026-01-25 12:15:00+08:00,"[13591.0, 33136.332, 34021.0, 22606.334, 29047.666, 29108.0, 28577.0, 39046.0]",39031.0
2026-01-25 12:15:00+08:00,2026-01-25 12:30:00+08:00,"[33136.332, 34021.0, 22606.334, 29047.666, 29108.0, 28577.0, 39046.0, 39440.668]",38558.0
2026-01-25 12:30:00+08:00,2026-01-25 12:45:00+08:00,"[34021.0, 22606.334, 29047.666, 29108.0, 28577.0, 39046.0, 39440.668, 39031.0]",38154.0
2026-01-25 12:45:00+08:00,2026-01-25 13:00:00+08:00,"[22606.334, 29047.666, 29108.0, 28577.0, 39046.0, 39440.668, 39031.0, 38558.0]",38708.332
2026-01-25 13:00:00+08:00,2026-01-25 13:15:00+08:00,"[29047.666, 29108.0, 28577.0, 39046.0, 39440.668, 39031.0, 38558.0, 38154.0]",38197.668
2026-01-25 13:15:00+08:00,2026-01-25 13:30:00+08:00,"[29108.0, 28577.0, 39046.0, 39440.668, 39031.0, 38558.0, 38154.0, 38708.332]",37469.332
2026-01-25 13:30:00+08:00,2026-01-25 13:45:00+08:00,"[28577.0, 39046.0, 39440.668, 39031.0, 38558.0, 38154.0, 38708.332, 38197.668]",35188.668
2026-01-25 13:45:00+08:00,2026-01-25 14:00:00+08:00,"[39046.0, 39440.668, 39031.0, 38558.0, 38154.0, 38708.332, 38197.668, 37469.332]",33407.0
2026-01-25 14:00:00+08:00,2026-01-25 14:15:00+08:00,"[39440.668, 39031.0, 38558.0, 38154.0, 38708.332, 38197.668, 37469.332, 35188.668]",31749.334
2026-01-25 14:15:00+08:00,2026-01-25 14:30:00+08:00,"[39031.0, 38558.0, 38154.0, 38708.332, 38197.668, 37469.332, 35188.668, 33407.0]",29882.666
2026-01-25 14:30:00+08:00,2026-01-25 14:45:00+08:00,"[38558.0, 38154.0, 38708.332, 38197.668, 37469.332, 35188.668, 33407.0, 31749.334]",28010.0
2026-01-25 14:45:00+08:00,2026-01-25 15:00:00+08:00,"[38154.0, 38708.332, 38197.668, 37469.332, 35188.668, 33407.0, 31749.334, 29882.666]",25224.666
2026-01-25 15:00:00+08:00,2026-01-25 15:15:00+08:00,"[38708.332, 38197.668, 37469.332, 35188.668, 33407.0, 31749.334, 29882.666, 28010.0]",22935.334
2026-01-25 15:15:00+08:00,2026-01-25 15:30:00+08:00,"[38197.668, 37469.332, 35188.668, 33407.0, 31749.334, 29882.666, 28010.0, 25224.666]",20249.666
2026-01-25 15:30:00+08:00,2026-01-25 15:45:00+08:00,"[37469.332, 35188.668, 33407.0, 31749.334, 29882.666, 28010.0, 25224.666, 22935.334]",11645.333
2026-01-25 15:45:00+08:00,2026-01-25 16:00:00+08:00,"[35188.668, 33407.0, 31749.334, 29882.666, 28010.0, 25224.666, 22935.334, 20249.666]",16146.0
2026-01-25 16:00:00+08:00,2026-01-25 16:15:00+08:00,"[33407.0, 31749.334, 29882.666, 28010.0, 25224.666, 22935.334, 20249.666, 11645.333]",12314.333
2026-01-25 16:15:00+08:00,2026-01-25 16:30:00+08:00,"[31749.334, 29882.666, 28010.0, 25224.666, 22935.334, 20249.666, 11645.333, 16146.0]",8258.0
2026-01-25 16:30:00+08:00,2026-01-25 16:45:00+08:00,"[29882.666, 28010.0, 25224.666, 22935.334, 20249.666, 11645.333, 16146.0, 12314.333]",6506.3335
2026-01-25 16:45:00+08:00,2026-01-25 17:00:00+08:00,"[28010.0, 25224.666, 22935.334, 20249.666, 11645.333, 16146.0, 12314.333, 8258.0]",3938.0
2026-01-25 17:00:00+08:00,2026-01-25 17:15:00+08:00,"[25224.666, 22935.334, 20249.666, 11645.333, 16146.0, 12314.333, 8258.0, 6506.3335]",2669.3333
2026-01-25 17:15:00+08:00,2026-01-25 17:30:00+08:00,"[22935.334, 20249.666, 11645.333, 16146.0, 12314.333, 8258.0, 6506.3335, 3938.0]",1136.0
2026-01-25 17:30:00+08:00,2026-01-25 17:45:00+08:00,"[20249.666, 11645.333, 16146.0, 12314.333, 8258.0, 6506.3335, 3938.0, 2669.3333]",191.0
2026-01-25 17:45:00+08:00,2026-01-25 18:00:00+08:00,"[11645.333, 16146.0, 12314.333, 8258.0, 6506.3335, 3938.0, 2669.3333, 1136.0]",44.333332
2026-01-26 09:00:00+08:00,2026-01-26 09:15:00+08:00,"[34.666668, 471.0, 1416.6666, 3213.0, 4960.6665, 6633.3335, 7896.6665, 9720.0]",7091.3335
2026-01-26 09:15:00+08:00,2026-01-26 09:30:00+08:00,"[471.0, 1416.6666, 3213.0, 4960.6665, 6633.3335, 7896.6665, 9720.0, 8891.667]",14117.0
2026-01-26 09:30:00+08:00,2026-01-26 09:45:00+08:00,"[1416.6666, 3213.0, 4960.6665, 6633.3335, 7896.6665, 9720.0, 8891.667, 7091.3335]",17771.334
2026-01-26 09:45:00+08:00,2026-01-26 10:00:00+08:00,"[3213.0, 4960.6665, 6633.3335, 7896.6665, 9720.0, 8891.667, 7091.3335, 14117.0]",18856.334
2026-01-26 10:00:00+08:00,2026-01-26 10:15:00+08:00,"[4960.6665, 6633.3335, 7896.6665, 9720.0, 8891.667, 7091.3335, 14117.0, 17771.334]",18900.666
2026-01-26 10:15:00+08:00,2026-01-26 10:30:00+08:00,"[6633.3335, 7896.6665, 9720.0, 8891.667, 7091.3335, 14117.0, 17771.334, 18856.334]",22043.666
2026-01-26 10:30:00+08:00,2026-01-26 10:45:00+08:00,"[7896.6665, 9720.0, 8891.667, 7091.3335, 14117.0, 17771.334, 18856.334, 18900.666]",21388.334
2026-01-26 10:45:00+08:00,2026-01-26 11:00:00+08:00,"[9720.0, 8891.667, 7091.3335, 14117.0, 17771.334, 18856.334, 18900.666, 22043.666]",29246.0
2026-01-26 11:00:00+08:00,2026-01-26 11:15:00+08:00,"[8891.667, 7091.3335, 14117.0, 17771.334, 18856.334, 18900.666, 22043.666, 21388.334]",33332.0
2026-01-26 11:15:00+08:00,2026-01-26 11:30:00+08:00,"[7091.3335, 14117.0, 17771.334, 18856.334, 18900.666, 22043.666, 21388.334, 29246.0]",29131.0
2026-01-26 11:30:00+08:00,2026-01-26 11:45:00+08:00,"[14117.0, 17771.334, 18856.334, 18900.666, 22043.666, 21388.334, 29246.0, 33332.0]",24751.0
2026-01-26 11:45:00+08:00,2026-01-26 12:00:00+08:00,"[17771.334, 18856.334, 18900.666, 22043.666, 21388.334, 29246.0, 33332.0, 29131.0]",23524.334
2026-01-26 12:00:00+08:00,2026-01-26 12:15:00+08:00,"[18856.334, 18900.666, 22043.666, 21388.334, 29246.0, 33332.0, 29131.0, 24751.0]",34319.0
2026-01-26 12:15:00+08:00,2026-01-26 12:30:00+08:00,"[18900.666, 22043.666, 21388.334, 29246.0, 33332.0, 29131.0, 24751.0, 23524.334]",42607.332
2026-01-26 12:30:00+08:00,2026-01-26 12:45:00+08:00,"[22043.666, 21388.334, 29246.0, 33332.0, 29131.0, 24751.0, 23524.334, 34319.0]",39330.668
2026-01-26 12:45:00+08:00,2026-01-26 13:00:00+08:00,"[21388.334, 29246.0, 33332.0, 29131.0, 24751.0, 23524.334, 34319.0, 42607.332]",29355.334
2026-01-26 13:00:00+08:00,2026-01-26 13:15:00+08:00,"[29246.0, 33332.0, 29131.0, 24751.0, 23524.334, 34319.0, 42607.332, 39330.668]",26582.666
2026-01-26 13:15:00+08:00,2026-01-26 13:30:00+08:00,"[33332.0, 29131.0, 24751.0, 23524.334, 34319.0, 42607.332, 39330.668, 29355.334]",34624.332
2026-01-26 13:30:00+08:00,2026-01-26 13:45:00+08:00,"[29131.0, 24751.0, 23524.334, 34319.0, 42607.332, 39330.668, 29355.334, 26582.666]",33177.668
2026-01-26 13:45:00+08:00,2026-01-26 14:00:00+08:00,"[24751.0, 23524.334, 34319.0, 42607.332, 39330.668, 29355.334, 26582.666, 34624.332]",27967.0
2026-01-26 14:00:00+08:00,2026-01-26 14:15:00+08:00,"[23524.334, 34319.0, 42607.332, 39330.668, 29355.334, 26582.666, 34624.332, 33177.668]",31837.666
2026-01-26 14:15:00+08:00,2026-01-26 14:30:00+08:00,"[34319.0, 42607.332, 39330.668, 29355.334, 26582.666, 34624.332, 33177.668, 27967.0]",29798.334
2026-01-26 14:30:00+08:00,2026-01-26 14:45:00+08:00,"[42607.332, 39330.668, 29355.334, 26582.666, 34624.332, 33177.668, 27967.0, 31837.666]",24342.334
2026-01-26 14:45:00+08:00,2026-01-26 15:00:00+08:00,"[39330.668, 29355.334, 26582.666, 34624.332, 33177.668, 27967.0, 31837.666, 29798.334]",27552.0
2026-01-26 15:00:00+08:00,2026-01-26 15:15:00+08:00,"[29355.334, 26582.666, 34624.332, 33177.668, 27967.0, 31837.666, 29798.334, 24342.334]",23662.334
2026-01-26 15:15:00+08:00,2026-01-26 15:30:00+08:00,"[26582.666, 34624.332, 33177.668, 27967.0, 31837.666, 29798.334, 24342.334, 27552.0]",20622.334
2026-01-26 15:30:00+08:00,2026-01-26 15:45:00+08:00,"[34624.332, 33177.668, 27967.0, 31837.666, 29798.334, 24342.334, 27552.0, 23662.334]",17946.666
2026-01-26 15:45:00+08:00,2026-01-26 16:00:00+08:00,"[33177.668, 27967.0, 31837.666, 29798.334, 24342.334, 27552.0, 23662.334, 20622.334]",15281.333
2026-01-26 16:00:00+08:00,2026-01-26 16:15:00+08:00,"[27967.0, 31837.666, 29798.334, 24342.334, 27552.0, 23662.334, 20622.334, 17946.666]",12351.667
2026-01-26 16:15:00+08:00,2026-01-26 16:30:00+08:00,"[31837.666, 29798.334, 24342.334, 27552.0, 23662.334, 20622.334, 17946.666, 15281.333]",9438.333
2026-01-26 16:30:00+08:00,2026-01-26 16:45:00+08:00,"[29798.334, 24342.334, 27552.0, 23662.334, 20622.334, 17946.666, 15281.333, 12351.667]",7098.3335
2026-01-26 16:45:00+08:00,2026-01-26 17:00:00+08:00,"[24342.334, 27552.0, 23662.334, 20622.334, 17946.666, 15281.333, 12351.667, 9438.333]",5219.6665
2026-01-26 17:00:00+08:00,2026-01-26 17:15:00+08:00,"[27552.0, 23662.334, 20622.334, 17946.666, 15281.333, 12351.667, 9438.333, 7098.3335]",3162.0
2026-01-26 17:15:00+08:00,2026-01-26 17:30:00+08:00,"[23662.334, 20622.334, 17946.666, 15281.333, 12351.667, 9438.333, 7098.3335, 5219.6665]",1521.3334
2026-01-26 17:30:00+08:00,2026-01-26 17:45:00+08:00,"[20622.334, 17946.666, 15281.333, 12351.667, 9438.333, 7098.3335, 5219.6665, 3162.0]",345.33334
2026-01-26 17:45:00+08:00,2026-01-26 18:00:00+08:00,"[17946.666, 15281.333, 12351.667, 9438.333, 7098.3335, 5219.6665, 3162.0, 1521.3334]",66.666664
2026-01-27 09:00:00+08:00,2026-01-27 09:15:00+08:00,"[110.333336, 611.3333, 1685.6666, 2961.6667, 4194.3335, 5089.6665, 5898.6665, 7498.0]",12457.333
2026-01-27 09:15:00+08:00,2026-01-27 09:30:00+08:00,"[611.3333, 1685.6666, 2961.6667, 4194.3335, 5089.6665, 5898.6665, 7498.0, 9449.667]",14123.333
2026-01-27 09:30:00+08:00,2026-01-27 09:45:00+08:00,"[1685.6666, 2961.6667, 4194.3335, 5089.6665, 5898.6665, 7498.0, 9449.667, 12457.333]",16887.334
2026-01-27 09:45:00+08:00,2026-01-27 10:00:00+08:00,"[2961.6667, 4194.3335, 5089.6665, 5898.6665, 7498.0, 9449.667, 12457.333, 14123.333]",18963.334
2026-01-27 10:00:00+08:00,2026-01-27 10:15:00+08:00,"[4194.3335, 5089.6665, 5898.6665, 7498.0, 9449.667, 12457.333, 14123.333, 16887.334]",20695.334
2026-01-27 10:15:00+08:00,2026-01-27 10:30:00+08:00,"[5089.6665, 5898.6665, 7498.0, 9449.667, 12457.333, 14123.333, 16887.334, 18963.334]",24214.334
2026-01-27 10:30:00+08:00,2026-01-27 10:45:00+08:00,"[5898.6665, 7498.0, 9449.667, 12457.333, 14123.333, 16887.334, 18963.334, 20695.334]",27383.0
2026-01-27 10:45:00+08:00,2026-01-27 11:00:00+08:00,"[7498.0, 9449.667, 12457.333, 14123.333, 16887.334, 18963.334, 20695.334, 24214.334]",26047.334
2026-01-27 11:00:00+08:00,2026-01-27 11:15:00+08:00,"[9449.667, 12457.333, 14123.333, 16887.334, 18963.334, 20695.334, 24214.334, 27383.0]",26248.334
2026-01-27 11:15:00+08:00,2026-01-27 11:30:00+08:00,"[12457.333, 14123.333, 16887.334, 18963.334, 20695.334, 24214.334, 27383.0, 26047.334]",26109.334
2026-01-27 11:30:00+08:00,2026-01-27 11:45:00+08:00,"[14123.333, 16887.334, 18963.334, 20695.334, 24214.334, 27383.0, 26047.334, 26248.334]",29515.0
2026-01-27 11:45:00+08:00,2026-01-27 12:00:00+08:00,"[16887.334, 18963.334, 20695.334, 24214.334, 27383.0, 26047.334, 26248.334, 26109.334]",29338.0
