date,start_time,end_time,is_clear_sky,pv_clear_sky,image_clear_sky,pv_r2,csi_mae,pv_mae_w,pv_rmse_w,mean_target_csi,min_target_csi,max_target_csi,n_pv_samples,n_image_samples,blue_fraction_mean,blue_fraction_p10,gray_fraction_mean,gray_fraction_p90,bright_white_fraction_mean,mean_saturation,mean_value,notes
2026-03-25,08:00,17:59,True,True,True,0.9936443794700052,0.013978995468668678,559.7378982418589,828.0386947040155,0.6514285663249018,0.46721979056499663,0.7318402898705842,36,20,0.40009612743751716,0.22814336720681133,0.6542337269980775,0.8414638835484758,0.08066465256797582,0.16683257445693017,0.5672878801822663,auto clear sky by SPM daily R2 and image color heuristic
2026-03-26,08:00,17:59,False,False,False,0.30939592774249924,0.09569895190495908,4914.861851111094,7072.003552477737,0.2572136110515734,0.013671208235334723,0.7185662168020492,36,20,0.02999038725624828,0.0,0.9812620159296896,1.0,0.05668360340565779,0.0495533294044435,0.6102567851543427,auto rejected by SPM daily R2 or image color heuristic
2026-03-27,08:00,17:59,False,False,False,0.578453612857587,0.030048035296399038,1498.3494792026418,1887.1432838800226,0.0925322363817727,0.017173963713054772,0.15633663228971942,36,20,0.0008157099697885196,0.0,0.9989879154078551,1.0,0.011082120296621808,0.03032117709517479,0.6371639788150787,auto rejected by SPM daily R2 or image color heuristic
2026-03-28,08:00,17:59,False,False,False,-0.020418882229573,0.04880708932838689,2574.0858085365953,3713.1065869798604,0.1027332281119788,0.028407853629703807,0.2703629213287922,36,20,0.0022823400164789895,0.0,0.9965970887118925,1.0,0.0072837132655863765,0.032452249247580764,0.6331176370382309,auto rejected by SPM daily R2 or image color heuristic
2026-03-29,08:00,17:59,False,False,False,0.8282622107076987,0.022904938519367875,1135.1935693476637,1570.8552056006367,0.10688294975012567,0.01359527261607999,0.23695751048346342,36,20,4.1197473221642406e-05,0.0,0.9999876407580335,1.0,0.003191430925569898,0.02972143068909645,0.6434361308813095,auto rejected by SPM daily R2 or image color heuristic
2026-03-30,08:00,17:59,False,False,False,0.6842627696704214,0.12614555578438139,5588.901876654779,8136.745891000732,0.4728053739477969,0.15079833012066327,0.9369441115813187,36,20,0.1285718209283164,0.02086789343586927,0.9009722603680308,0.9912606426805822,0.06792639384784399,0.0934548119083047,0.5929868370294571,auto rejected by SPM daily R2 or image color heuristic
2026-03-31,08:00,17:59,False,False,False,0.4938744499967498,0.0957670011522135,4800.939333920874,6009.602123230715,0.339411326811438,0.048476352146320706,0.7652277798448015,36,20,0.06516478989288657,0.0028618511397967596,0.9529730843174953,1.0,0.0837434770667399,0.06791915725916624,0.59426851272583,auto rejected by SPM daily R2 or image color heuristic
2026-04-01,08:00,17:59,False,False,False,0.902629096552758,0.05926113693862964,2948.410029207029,4269.4672229978805,0.43816839912643796,0.1545138159802899,0.6544895570152174,36,20,0.10718209283163964,0.0,0.9235113979675912,1.0,0.05814886020324087,0.07105788150802254,0.6047815918922425,auto rejected by SPM daily R2 or image color heuristic
2026-04-02,08:00,17:59,False,False,False,0.3414247853670568,0.011065368564099402,527.3845437365263,752.1772788639353,0.035493930333170706,0.0016329075521575628,0.07501901118315293,36,20,0.02369953309530349,0.0039659434221367765,0.9804847569349079,0.9921450151057403,0.0172466355396869,0.04119801130145788,0.6347964882850647,auto rejected by SPM daily R2 or image color heuristic
2026-04-03,08:00,17:59,False,False,False,0.5687530840423745,0.06044443963447128,3131.929242584582,4020.2408533578955,0.17936068521813003,0.024037436852090373,0.3638541385254357,36,20,0.01733315023345235,0.0,0.9846992584454821,1.0,0.08682367481461137,0.04997451463714242,0.5891765892505646,auto rejected by SPM daily R2 or image color heuristic
2026-04-04,08:00,17:59,False,False,False,0.5465636217231562,0.07016495384027734,3602.6169479030414,6376.706402744312,0.14411318585518523,0.0003819125900705859,0.6327090864417783,36,20,0.02930376270255424,0.0012359241966492722,0.9807662730019224,1.0,0.08282614666300467,0.04823979316279292,0.6129892557859421,auto rejected by SPM daily R2 or image color heuristic
2026-04-05,08:00,17:59,False,False,False,0.07954128849117748,0.017297094829466977,836.0621184752196,1433.9942082468258,0.02753469238189514,0.0005558826107373804,0.1513558098017562,36,20,0.008663828618511397,0.0008157099697885197,0.9886583356220818,0.9994314748695413,0.013181818181818183,0.034521905984729526,0.6305256724357605,auto rejected by SPM daily R2 or image color heuristic
2026-04-06,08:00,17:59,False,False,False,0.3450940947015171,0.08473667350978249,4494.082420106279,6406.384199123072,0.2630016580769185,0.07402013159333287,0.4609731460168671,36,20,0.027429277670969514,0.0022191705575391376,0.9741746772864598,0.9975913210656413,0.10020324086789342,0.05483339205384254,0.5905186414718628,auto rejected by SPM daily R2 or image color heuristic
2026-04-07,08:00,17:59,False,False,False,0.566847727057763,0.05371061950419157,2880.131212587708,3997.390182765878,0.23243301466260302,0.11565913731004912,0.4919696396508642,36,20,0.0015888492172480087,0.0,0.9996676737160121,1.0,0.08571683603405658,0.04014959558844566,0.6115076750516891,auto rejected by SPM daily R2 or image color heuristic
2026-04-08,08:00,17:59,False,False,False,0.8534066735369451,0.004623955639031254,225.48861832349928,294.050206093565,0.034208774251742444,0.014348644539018133,0.056715551449718245,36,20,0.0022658610271903325,0.0,0.9996305959901127,1.0,0.002449876407580335,0.03215370811522007,0.6360171496868133,auto rejected by SPM daily R2 or image color heuristic
2026-04-09,08:00,17:59,False,False,False,0.19454294411268358,0.07012949163917294,3781.55410184205,5436.6579302296295,0.19921479211905346,0.05696369316170949,0.44350850268586794,36,20,0.04238396045042571,0.0,0.9693161219445209,1.0,0.04302938753089811,0.050358441565185784,0.6202856570482254,auto rejected by SPM daily R2 or image color heuristic
2026-04-10,08:00,17:59,False,False,False,0.5319489881309354,0.10097265228359525,5461.852778666927,7004.296635444315,0.46929522252488376,0.2448552729795948,0.7033038595358395,36,20,0.08645152430650921,0.007981323812139523,0.9351702828893161,0.9990222466355397,0.0734427355122219,0.08167882896959781,0.5930488139390946,auto rejected by SPM daily R2 or image color heuristic
2026-04-11,08:00,17:59,False,False,False,-0.29286807735160436,0.052589225358215,2683.1263680128945,3419.7758938538964,0.2029617707101402,0.09595564521976233,0.40721205736317073,36,20,0.019678659708871192,0.00044493271079373804,0.9916149409502886,1.0,0.09044218621257896,0.049293869733810426,0.6001400858163833,auto rejected by SPM daily R2 or image color heuristic
